Ticker Symbol,Years,Period Ending, Total Revenue , Cost of Goods Sold ," Sales, General and Admin. ", Research and Development , Other Operating Items ,GICS Sector,GICS Sub Industry,
DE,Year 1,10/31/2013,"$ 37,795,400,000","$ 25,667,300,000","$ 4,426,100,000","$ 1,477,300,000", $-   ,Industrials,Construction & Farm Machinery & Heavy Trucks,
DE,Year 2,10/31/2014,"$ 36,066,900,000","$ 24,775,800,000","$ 4,377,700,000","$ 1,452,000,000", $-   ,Industrials,Construction & Farm Machinery & Heavy Trucks,
DE,Year 3,10/31/2015,"$ 28,862,800,000","$ 20,143,200,000","$ 3,834,400,000","$ 1,425,100,000", $-   ,Industrials,Construction & Farm Machinery & Heavy Trucks,
DE,Year 4,10/31/2016,"$ 26,644,000,000","$ 18,248,900,000","$ 4,018,300,000","$ 1,389,100,000", $-   ,Industrials,Construction & Farm Machinery & Heavy Trucks,
DFS,Year 1,11/30/2012,"$ 8,984,000,000","$ 845,000,000","$ 3,052,000,000", $-   ,"$ 848,000,000",Financials,Consumer Finance,
DFS,Year 2,12/31/2013,"$ 9,370,000,000","$ 698,000,000","$ 3,194,000,000", $-   ,"$ 1,086,000,000",Financials,Consumer Finance,
DFS,Year 3,12/31/2014,"$ 9,611,000,000","$ 614,000,000","$ 3,340,000,000", $-   ,"$ 1,443,000,000",Financials,Consumer Finance,
DFS,Year 4,12/31/2015,"$ 10,002,000,000","$ 623,000,000","$ 3,615,000,000", $-   ,"$ 1,512,000,000",Financials,Consumer Finance,
DG,Year 1,02/01/2013,"$ 16,022,128,000","$ 10,936,727,000","$ 3,430,125,000", $-   , $-   ,Consumer Discretionary,General Merchandise Stores,
DG,Year 2,1/31/2014,"$ 17,504,167,000","$ 12,068,425,000","$ 3,699,557,000", $-   , $-   ,Consumer Discretionary,General Merchandise Stores,
DG,Year 3,1/30/2015,"$ 18,909,588,000","$ 13,107,081,000","$ 4,033,414,000", $-   , $-   ,Consumer Discretionary,General Merchandise Stores,
DG,Year 4,1/29/2016,"$ 20,368,562,000","$ 14,062,471,000","$ 4,365,797,000", $-   , $-   ,Consumer Discretionary,General Merchandise Stores,
DGX,Year 1,12/31/2012,"$ 7,383,000,000","$ 4,365,000,000","$ 1,742,000,000", $-   ,"$ 75,000,000",Health Care,Health Care Facilities,
DGX,Year 2,12/31/2013,"$ 7,146,000,000","$ 4,326,000,000","$ 1,740,000,000", $-   ,"$ 79,000,000",Health Care,Health Care Facilities,
DGX,Year 3,12/31/2014,"$ 7,435,000,000","$ 4,637,000,000","$ 1,721,000,000", $-   ,"$ 94,000,000",Health Care,Health Care Facilities,
DGX,Year 4,12/31/2015,"$ 7,493,000,000","$ 4,657,000,000","$ 1,356,000,000", $-   ,"$ 81,000,000",Health Care,Health Care Facilities,
DHI,Year 1,9/30/2013,"$ 6,259,300,000","$ 4,853,500,000","$ 649,900,000", $-   , $-   ,Consumer Discretionary,Homebuilding,
DHI,Year 2,9/30/2014,"$ 8,024,900,000","$ 6,268,600,000","$ 826,900,000", $-   , $-   ,Consumer Discretionary,Homebuilding,
DHI,Year 3,9/30/2015,"$ 10,824,000,000","$ 8,535,700,000","$ 1,003,000,000", $-   , $-   ,Consumer Discretionary,Homebuilding,
DHI,Year 4,9/30/2016,"$ 12,157,400,000","$ 9,502,600,000","$ 1,100,300,000", $-   , $-   ,Consumer Discretionary,Homebuilding,
DHR,Year 1,12/31/2012,"$ 18,260,400,000","$ 8,846,100,000","$ 5,181,200,000","$ 1,137,900,000", $-   ,Industrials,Industrial Conglomerates,
DHR,Year 2,12/31/2013,"$ 18,283,100,000","$ 8,941,100,000","$ 5,117,100,000","$ 1,104,400,000", $-   ,Industrials,Industrial Conglomerates,
DHR,Year 3,12/31/2014,"$ 19,154,000,000","$ 9,261,400,000","$ 5,389,000,000","$ 1,157,000,000", $-   ,Industrials,Industrial Conglomerates,
DHR,Year 4,12/31/2015,"$ 20,563,100,000","$ 9,800,600,000","$ 6,054,300,000","$ 1,239,100,000", $-   ,Industrials,Industrial Conglomerates,
DIS,Year 1,9/28/2013,"$ 45,041,000,000","$ 25,034,000,000","$ 8,365,000,000", $-   ,"$ 2,192,000,000",Consumer Discretionary,Broadcasting & Cable TV,
DIS,Year 2,9/27/2014,"$ 48,813,000,000","$ 26,420,000,000","$ 8,565,000,000", $-   ,"$ 2,288,000,000",Consumer Discretionary,Broadcasting & Cable TV,
DIS,Year 3,10/03/2015,"$ 52,465,000,000","$ 28,364,000,000","$ 8,523,000,000", $-   ,"$ 2,354,000,000",Consumer Discretionary,Broadcasting & Cable TV,
DIS,Year 4,10/01/2016,"$ 55,632,000,000","$ 29,993,000,000","$ 8,754,000,000", $-   ,"$ 2,527,000,000",Consumer Discretionary,Broadcasting & Cable TV,
DISCA,Year 1,12/31/2013,"$ 5,535,000,000","$ 1,689,000,000","$ 1,598,000,000", $-   ,"$ 276,000,000",Consumer Discretionary,Cable & Satellite,
DISCA,Year 2,12/31/2014,"$ 6,265,000,000","$ 2,124,000,000","$ 1,692,000,000", $-   ,"$ 329,000,000",Consumer Discretionary,Cable & Satellite,
DISCA,Year 3,12/31/2015,"$ 6,394,000,000","$ 2,343,000,000","$ 1,669,000,000", $-   ,"$ 330,000,000",Consumer Discretionary,Cable & Satellite,
DISCA,Year 4,12/31/2016,"$ 6,497,000,000","$ 2,432,000,000","$ 1,690,000,000", $-   ,"$ 322,000,000",Consumer Discretionary,Cable & Satellite,
DISCK,Year 1,12/31/2013,"$ 5,535,000,000","$ 1,689,000,000","$ 1,598,000,000", $-   ,"$ 276,000,000",Consumer Discretionary,Cable & Satellite,
DISCK,Year 2,12/31/2014,"$ 6,265,000,000","$ 2,124,000,000","$ 1,692,000,000", $-   ,"$ 329,000,000",Consumer Discretionary,Cable & Satellite,
DISCK,Year 3,12/31/2015,"$ 6,394,000,000","$ 2,343,000,000","$ 1,669,000,000", $-   ,"$ 330,000,000",Consumer Discretionary,Cable & Satellite,
DISCK,Year 4,12/31/2016,"$ 6,497,000,000","$ 2,432,000,000","$ 1,690,000,000", $-   ,"$ 322,000,000",Consumer Discretionary,Cable & Satellite,
DLPH,Year 1,12/31/2013,"$ 15,051,000,000","$ 12,274,000,000","$ 916,000,000", $-   ,"$ 97,000,000",Consumer Discretionary,Auto Parts & Equipment,
DLPH,Year 2,12/31/2014,"$ 15,499,000,000","$ 12,471,000,000","$ 1,036,000,000", $-   ,"$ 94,000,000",Consumer Discretionary,Auto Parts & Equipment,
DLPH,Year 3,12/31/2015,"$ 15,165,000,000","$ 12,155,000,000","$ 1,017,000,000", $-   ,"$ 93,000,000",Consumer Discretionary,Auto Parts & Equipment,
DLPH,Year 4,12/31/2016,"$ 16,661,000,000","$ 13,107,000,000","$ 1,145,000,000", $-   ,"$ 134,000,000",Consumer Discretionary,Auto Parts & Equipment,
DLR,Year 1,12/31/2012,"$ 1,279,067,000","$ 461,898,000","$ 68,538,000", $-   ,"$ 382,553,000",Real Estate,Specialized REITs,
DLR,Year 2,12/31/2013,"$ 1,482,259,000","$ 555,660,000","$ 69,323,000", $-   ,"$ 475,464,000",Real Estate,Specialized REITs,
DLR,Year 3,12/31/2014,"$ 1,616,438,000","$ 603,321,000","$ 89,468,000", $-   ,"$ 538,513,000",Real Estate,Specialized REITs,
DLR,Year 4,12/31/2015,"$ 1,763,336,000","$ 651,282,000","$ 139,616,000", $-   ,"$ 570,527,000",Real Estate,Specialized REITs,
DLTR,Year 1,02/02/2013,"$ 7,394,500,000","$ 4,741,800,000","$ 1,732,600,000", $-   , $-   ,Consumer Discretionary,General Merchandise Stores,
DLTR,Year 2,02/01/2014,"$ 7,840,300,000","$ 5,050,500,000","$ 1,819,500,000", $-   , $-   ,Consumer Discretionary,General Merchandise Stores,
DLTR,Year 3,1/31/2015,"$ 8,602,200,000","$ 5,568,200,000","$ 1,993,800,000", $-   , $-   ,Consumer Discretionary,General Merchandise Stores,
DLTR,Year 4,1/30/2016,"$ 15,498,400,000","$ 10,841,700,000","$ 3,607,000,000", $-   , $-   ,Consumer Discretionary,General Merchandise Stores,
DNB,Year 1,12/31/2012,"$ 1,663,000,000", $-   ,"$ 1,123,200,000", $-   ,"$ 78,300,000",Industrials,Research & Consulting Services,
DNB,Year 2,12/31/2013,"$ 1,558,400,000", $-   ,"$ 1,058,000,000", $-   ,"$ 60,400,000",Industrials,Research & Consulting Services,
DNB,Year 3,12/31/2014,"$ 1,584,500,000", $-   ,"$ 1,105,700,000", $-   ,"$ 52,500,000",Industrials,Research & Consulting Services,
DNB,Year 4,12/31/2015,"$ 1,637,100,000", $-   ,"$ 1,209,100,000", $-   ,"$ 58,700,000",Industrials,Research & Consulting Services,
DOV,Year 1,12/31/2013,"$ 7,155,096,000","$ 4,376,505,000","$ 1,616,921,000", $-   , $-   ,Industrials,Industrial Machinery,
DOV,Year 2,12/31/2014,"$ 7,752,728,000","$ 4,778,479,000","$ 1,758,765,000", $-   , $-   ,Industrials,Industrial Machinery,
DOV,Year 3,12/31/2015,"$ 6,956,311,000","$ 4,388,167,000","$ 1,647,382,000", $-   , $-   ,Industrials,Industrial Machinery,
DOV,Year 4,12/31/2016,"$ 6,794,342,000","$ 4,322,373,000","$ 1,757,523,000", $-   , $-   ,Industrials,Industrial Machinery,
DPS,Year 1,12/31/2013,"$ 5,997,000,000","$ 2,499,000,000","$ 2,337,000,000", $-   ,"$ 115,000,000",Consumer Staples,Soft Drinks,
DPS,Year 2,12/31/2014,"$ 6,121,000,000","$ 2,491,000,000","$ 2,335,000,000", $-   ,"$ 115,000,000",Consumer Staples,Soft Drinks,
DPS,Year 3,12/31/2015,"$ 6,282,000,000","$ 2,559,000,000","$ 2,320,000,000", $-   ,"$ 105,000,000",Consumer Staples,Soft Drinks,
DPS,Year 4,12/31/2016,"$ 6,440,000,000","$ 2,582,000,000","$ 2,326,000,000", $-   ,"$ 99,000,000",Consumer Staples,Soft Drinks,
DRI,Year 1,5/26/2013,"$ 5,921,000,000","$ 4,616,600,000","$ 625,200,000", $-   ,"$ 278,300,000",Consumer Discretionary,Restaurants,
DRI,Year 2,5/25/2014,"$ 6,285,600,000","$ 4,990,500,000","$ 665,400,000", $-   ,"$ 304,400,000",Consumer Discretionary,Restaurants,
DRI,Year 3,5/31/2015,"$ 6,764,000,000","$ 5,341,500,000","$ 673,500,000", $-   ,"$ 319,300,000",Consumer Discretionary,Restaurants,
DRI,Year 4,5/29/2016,"$ 6,933,500,000","$ 5,392,400,000","$ 622,900,000", $-   ,"$ 290,200,000",Consumer Discretionary,Restaurants,
DUK,Year 1,12/31/2012,"$ 17,912,000,000","$ 11,235,000,000","$ 965,000,000", $-   ,"$ 2,145,000,000",Utilities,Electric Utilities,
DUK,Year 2,12/31/2013,"$ 22,756,000,000","$ 13,545,000,000","$ 1,274,000,000", $-   ,"$ 2,668,000,000",Utilities,Electric Utilities,
DUK,Year 3,12/31/2014,"$ 23,925,000,000","$ 14,323,000,000","$ 1,213,000,000", $-   ,"$ 3,066,000,000",Utilities,Electric Utilities,
DUK,Year 4,12/31/2015,"$ 23,459,000,000","$ 13,728,000,000","$ 1,135,000,000", $-   ,"$ 3,144,000,000",Utilities,Electric Utilities,
DVA,Year 1,12/31/2012,"$ 8,186,280,000","$ 5,583,549,000","$ 889,879,000", $-   ,"$ 341,969,000",Health Care,Health Care Facilities,
DVA,Year 2,12/31/2013,"$ 11,764,050,000","$ 8,198,377,000","$ 1,516,508,000", $-   ,"$ 528,737,000",Health Care,Health Care Facilities,
DVA,Year 3,12/31/2014,"$ 12,795,106,000","$ 9,119,305,000","$ 1,278,506,000", $-   ,"$ 590,935,000",Health Care,Health Care Facilities,
DVA,Year 4,12/31/2015,"$ 13,781,837,000","$ 9,824,834,000","$ 1,947,135,000", $-   ,"$ 638,024,000",Health Care,Health Care Facilities,
DVN,Year 1,12/31/2013,"$ 10,397,000,000","$ 2,268,000,000","$ 2,743,000,000", $-   ,"$ 2,780,000,000",Energy,Oil & Gas Exploration & Production,
DVN,Year 2,12/31/2014,"$ 20,638,000,000","$ 2,332,000,000","$ 8,290,000,000", $-   ,"$ 3,319,000,000",Energy,Oil & Gas Exploration & Production,
DVN,Year 3,12/31/2015,"$ 13,145,000,000","$ 2,104,000,000","$ 7,741,000,000", $-   ,"$ 3,129,000,000",Energy,Oil & Gas Exploration & Production,
DVN,Year 4,12/31/2016,"$ 12,197,000,000","$ 1,582,000,000","$ 6,476,000,000", $-   ,"$ 1,792,000,000",Energy,Oil & Gas Exploration & Production,
ATVI,Year 1,12/31/2012,"$ 4,856,000,000","$ 1,662,000,000","$ 1,139,000,000","$ 604,000,000", $-   ,Information Technology,Home Entertainment Software,
ATVI,Year 2,12/31/2013,"$ 4,583,000,000","$ 1,531,000,000","$ 1,096,000,000","$ 584,000,000", $-   ,Information Technology,Home Entertainment Software,
ATVI,Year 3,12/31/2014,"$ 4,408,000,000","$ 1,525,000,000","$ 1,129,000,000","$ 571,000,000", $-   ,Information Technology,Home Entertainment Software,
ATVI,Year 4,12/31/2015,"$ 4,664,000,000","$ 1,585,000,000","$ 1,114,000,000","$ 646,000,000", $-   ,Information Technology,Home Entertainment Software,
EA,Year 1,3/31/2013,"$ 3,797,000,000","$ 1,388,000,000","$ 1,078,000,000","$ 1,153,000,000","$ 30,000,000",Information Technology,Home Entertainment Software,
EA,Year 2,3/31/2014,"$ 3,575,000,000","$ 1,347,000,000","$ 1,055,000,000","$ 1,125,000,000","$ 16,000,000",Information Technology,Home Entertainment Software,
EA,Year 3,3/31/2015,"$ 4,515,000,000","$ 1,429,000,000","$ 1,030,000,000","$ 1,094,000,000","$ 14,000,000",Information Technology,Home Entertainment Software,
EA,Year 4,3/31/2016,"$ 4,396,000,000","$ 1,354,000,000","$ 1,028,000,000","$ 1,109,000,000","$ 7,000,000",Information Technology,Home Entertainment Software,
ECL,Year 1,12/31/2012,"$ 11,838,700,000","$ 6,385,400,000","$ 4,018,300,000", $-   , $-   ,Materials,Specialty Chemicals,
ECL,Year 2,12/31/2013,"$ 13,253,400,000","$ 7,161,200,000","$ 4,360,300,000", $-   , $-   ,Materials,Specialty Chemicals,
ECL,Year 3,12/31/2014,"$ 14,280,500,000","$ 7,679,100,000","$ 4,577,600,000", $-   , $-   ,Materials,Specialty Chemicals,
ECL,Year 4,12/31/2015,"$ 13,545,100,000","$ 7,223,500,000","$ 4,345,500,000", $-   , $-   ,Materials,Specialty Chemicals,
ED,Year 1,12/31/2013,"$ 12,354,000,000","$ 7,191,000,000","$ 1,895,000,000", $-   ,"$ 1,024,000,000",Utilities,Electric Utilities,
ED,Year 2,12/31/2014,"$ 12,919,000,000","$ 7,807,000,000","$ 1,877,000,000", $-   ,"$ 1,071,000,000",Utilities,Electric Utilities,
ED,Year 3,12/31/2015,"$ 12,554,000,000","$ 7,060,000,000","$ 1,937,000,000", $-   ,"$ 1,130,000,000",Utilities,Electric Utilities,
ED,Year 4,12/31/2016,"$ 12,075,000,000","$ 6,357,000,000","$ 2,031,000,000", $-   ,"$ 1,216,000,000",Utilities,Electric Utilities,
EFX,Year 1,12/31/2012,"$ 2,073,000,000","$ 759,500,000","$ 673,500,000", $-   ,"$ 160,000,000",Industrials,Research & Consulting Services,
EFX,Year 2,12/31/2013,"$ 2,303,900,000","$ 787,300,000","$ 715,800,000", $-   ,"$ 189,600,000",Industrials,Research & Consulting Services,
EFX,Year 3,12/31/2014,"$ 2,436,400,000","$ 844,700,000","$ 751,700,000", $-   ,"$ 201,800,000",Industrials,Research & Consulting Services,
EFX,Year 4,12/31/2015,"$ 2,663,600,000","$ 887,400,000","$ 884,300,000", $-   ,"$ 198,000,000",Industrials,Research & Consulting Services,
EIX,Year 1,12/31/2012,"$ 11,862,000,000","$ 7,747,000,000","$ 296,000,000", $-   ,"$ 1,562,000,000",Utilities,Electric Utilities,
EIX,Year 2,12/31/2013,"$ 12,581,000,000","$ 8,364,000,000","$ 309,000,000", $-   ,"$ 1,622,000,000",Utilities,Electric Utilities,
EIX,Year 3,12/31/2014,"$ 13,413,000,000","$ 8,742,000,000","$ 322,000,000", $-   ,"$ 1,720,000,000",Utilities,Electric Utilities,
EIX,Year 4,12/31/2015,"$ 11,524,000,000","$ 7,256,000,000","$ 336,000,000", $-   ,"$ 1,919,000,000",Utilities,Electric Utilities,
EL,Year 1,6/30/2013,"$ 10,181,700,000","$ 2,025,900,000","$ 6,597,000,000", $-   , $-   ,Consumer Staples,Personal Products,
EL,Year 2,6/30/2014,"$ 10,968,800,000","$ 2,158,200,000","$ 6,985,900,000", $-   , $-   ,Consumer Staples,Personal Products,
EL,Year 3,6/30/2015,"$ 10,780,400,000","$ 2,100,600,000","$ 7,073,500,000", $-   , $-   ,Consumer Staples,Personal Products,
EL,Year 4,6/30/2016,"$ 11,262,300,000","$ 2,181,100,000","$ 7,337,800,000", $-   , $-   ,Consumer Staples,Personal Products,
EMN,Year 1,12/31/2012,"$ 8,102,000,000","$ 6,340,000,000","$ 644,000,000","$ 198,000,000", $-   ,Materials,Diversified Chemicals,
EMN,Year 2,12/31/2013,"$ 9,350,000,000","$ 6,574,000,000","$ 645,000,000","$ 193,000,000", $-   ,Materials,Diversified Chemicals,
EMN,Year 3,12/31/2014,"$ 9,527,000,000","$ 7,306,000,000","$ 755,000,000","$ 227,000,000", $-   ,Materials,Diversified Chemicals,
EMN,Year 4,12/31/2015,"$ 9,648,000,000","$ 7,068,000,000","$ 762,000,000","$ 251,000,000", $-   ,Materials,Diversified Chemicals,
EMR,Year 1,9/30/2013,"$ 24,669,000,000","$ 14,717,000,000","$ 6,010,000,000", $-   , $-   ,Industrials,Industrial Conglomerates,
EMR,Year 2,9/30/2014,"$ 17,733,000,000","$ 9,971,000,000","$ 4,375,000,000", $-   , $-   ,Industrials,Industrial Conglomerates,
EMR,Year 3,9/30/2015,"$ 16,249,000,000","$ 9,241,000,000","$ 4,065,000,000", $-   , $-   ,Industrials,Industrial Conglomerates,
EMR,Year 4,9/30/2016,"$ 14,522,000,000","$ 8,260,000,000","$ 3,758,000,000", $-   , $-   ,Industrials,Industrial Conglomerates,
EOG,Year 1,12/31/2012,"$ 11,682,636,000","$ 1,699,428,000","$ 3,862,434,000", $-   ,"$ 3,169,703,000",Energy,Oil & Gas Exploration & Production,
EOG,Year 2,12/31/2013,"$ 14,487,118,000","$ 2,066,893,000","$ 4,621,096,000", $-   ,"$ 3,600,976,000",Energy,Oil & Gas Exploration & Production,
EOG,Year 3,12/31/2014,"$ 18,035,340,000","$ 2,534,389,000","$ 5,285,634,000", $-   ,"$ 3,997,041,000",Energy,Oil & Gas Exploration & Production,
EOG,Year 4,12/31/2015,"$ 8,757,428,000","$ 2,177,757,000","$ 3,174,320,000", $-   ,"$ 3,313,644,000",Energy,Oil & Gas Exploration & Production,
EQIX,Year 1,12/31/2012,"$ 1,887,376,000","$ 944,617,000","$ 531,180,000", $-   , $-   ,Real Estate,REITs,
EQIX,Year 2,12/31/2013,"$ 2,152,766,000","$ 1,064,403,000","$ 621,413,000", $-   , $-   ,Real Estate,REITs,
EQIX,Year 3,12/31/2014,"$ 2,443,776,000","$ 1,197,885,000","$ 734,119,000", $-   , $-   ,Real Estate,REITs,
EQIX,Year 4,12/31/2015,"$ 2,725,867,000","$ 1,291,506,000","$ 825,296,000", $-   , $-   ,Real Estate,REITs,
EQR,Year 1,12/31/2012,"$ 1,747,502,000","$ 625,507,000","$ 47,233,000", $-   ,"$ 560,669,000",Real Estate,REITs,
EQR,Year 2,12/31/2013,"$ 2,387,702,000","$ 834,228,000","$ 62,179,000", $-   ,"$ 978,973,000",Real Estate,REITs,
EQR,Year 3,12/31/2014,"$ 2,614,748,000","$ 883,564,000","$ 50,948,000", $-   ,"$ 758,861,000",Real Estate,REITs,
EQR,Year 4,12/31/2015,"$ 2,744,965,000","$ 905,168,000","$ 65,082,000", $-   ,"$ 765,895,000",Real Estate,REITs,
EQT,Year 1,12/31/2013,"$ 1,859,177,000","$ 354,561,000","$ 200,849,000", $-   ,"$ 653,132,000",Energy,Oil & Gas Exploration & Production,
EQT,Year 2,12/31/2014,"$ 2,388,768,000","$ 443,974,000","$ 238,134,000", $-   ,"$ 679,298,000",Energy,Oil & Gas Exploration & Production,
EQT,Year 3,12/31/2015,"$ 1,954,000,000","$ 523,043,000","$ 249,925,000", $-   ,"$ 819,216,000",Energy,Oil & Gas Exploration & Production,
EQT,Year 4,12/31/2016,"$ 1,857,339,000","$ 613,909,000","$ 272,747,000", $-   ,"$ 927,920,000",Energy,Oil & Gas Exploration & Production,
ES,Year 1,12/31/2012,"$ 6,273,787,000","$ 3,667,434,000","$ 747,356,000", $-   ,"$ 740,791,000",Utilities,MultiUtilities,
ES,Year 2,12/31/2013,"$ 7,301,204,000","$ 3,997,940,000","$ 914,149,000", $-   ,"$ 859,680,000",Utilities,MultiUtilities,
ES,Year 3,12/31/2014,"$ 7,741,856,000","$ 4,449,139,000","$ 1,034,507,000", $-   ,"$ 625,361,000",Utilities,MultiUtilities,
ES,Year 4,12/31/2015,"$ 7,954,827,000","$ 4,416,194,000","$ 1,086,274,000", $-   ,"$ 688,195,000",Utilities,MultiUtilities,
ESS,Year 1,12/31/2012,"$ 535,153,000","$ 172,167,000","$ 24,573,000", $-   ,"$ 169,173,000",Real Estate,Residential REITs,
ESS,Year 2,12/31/2013,"$ 610,590,000","$ 197,336,000","$ 26,684,000", $-   ,"$ 192,420,000",Real Estate,Residential REITs,
ESS,Year 3,12/31/2014,"$ 970,938,000","$ 312,546,000","$ 40,878,000", $-   ,"$ 360,592,000",Real Estate,Residential REITs,
ESS,Year 4,12/31/2015,"$ 1,194,407,000","$ 363,508,000","$ 40,090,000", $-   ,"$ 453,423,000",Real Estate,Residential REITs,
ETFC,Year 1,12/31/2012,"$ 1,365,000,000", $-   ,"$ 921,000,000", $-   ,"$ 471,000,000",Financials,Investment Banking & Brokerage,
ETFC,Year 2,12/31/2013,"$ 1,466,000,000", $-   ,"$ 888,000,000", $-   ,"$ 256,000,000",Financials,Investment Banking & Brokerage,
ETFC,Year 3,12/31/2014,"$ 1,665,000,000", $-   ,"$ 958,000,000", $-   ,"$ 136,000,000",Financials,Investment Banking & Brokerage,
ETFC,Year 4,12/31/2015,"$ 1,403,000,000", $-   ,"$ 1,048,000,000", $-   ,"$ 61,000,000",Financials,Investment Banking & Brokerage,
ETN,Year 1,12/31/2012,"$ 16,311,000,000","$ 11,448,000,000","$ 2,894,000,000","$ 439,000,000", $-   ,Industrials,Industrial Conglomerates,
ETN,Year 2,12/31/2013,"$ 22,046,000,000","$ 15,369,000,000","$ 3,886,000,000","$ 644,000,000", $-   ,Industrials,Industrial Conglomerates,
ETN,Year 3,12/31/2014,"$ 22,552,000,000","$ 15,646,000,000","$ 3,810,000,000","$ 647,000,000", $-   ,Industrials,Industrial Conglomerates,
ETN,Year 4,12/31/2015,"$ 20,855,000,000","$ 14,292,000,000","$ 3,596,000,000","$ 625,000,000", $-   ,Industrials,Industrial Conglomerates,
ETR,Year 1,12/31/2012,"$ 10,302,079,000","$ 6,583,627,000","$ 917,162,000", $-   ,"$ 1,144,585,000",Utilities,Electric Utilities,
ETR,Year 2,12/31/2013,"$ 11,390,947,000","$ 7,588,885,000","$ 888,051,000", $-   ,"$ 1,261,044,000",Utilities,Electric Utilities,
ETR,Year 3,12/31/2014,"$ 12,494,921,000","$ 8,126,187,000","$ 863,455,000", $-   ,"$ 1,318,638,000",Utilities,Electric Utilities,
ETR,Year 4,12/31/2015,"$ 11,513,251,000","$ 7,449,273,000","$ 1,074,998,000", $-   ,"$ 1,337,276,000",Utilities,Electric Utilities,
EW,Year 1,12/31/2012,"$ 1,899,600,000","$ 491,000,000","$ 697,400,000","$ 291,300,000", $-   ,Health Care,Health Care Equipment,
EW,Year 2,12/31/2013,"$ 2,045,500,000","$ 516,600,000","$ 749,700,000","$ 323,000,000", $-   ,Health Care,Health Care Equipment,
EW,Year 3,12/31/2014,"$ 2,322,900,000","$ 625,600,000","$ 928,700,000","$ 346,500,000", $-   ,Health Care,Health Care Equipment,
EW,Year 4,12/31/2015,"$ 2,493,700,000","$ 617,200,000","$ 850,700,000","$ 383,100,000", $-   ,Health Care,Health Care Equipment,
EXC,Year 1,12/31/2013,"$ 24,888,000,000","$ 17,994,000,000","$ 1,095,000,000", $-   ,"$ 2,153,000,000",Utilities,MultiUtilities,
EXC,Year 2,12/31/2014,"$ 27,429,000,000","$ 21,571,000,000","$ 1,154,000,000", $-   ,"$ 2,314,000,000",Utilities,MultiUtilities,
EXC,Year 3,12/31/2015,"$ 29,447,000,000","$ 21,406,000,000","$ 1,200,000,000", $-   ,"$ 2,450,000,000",Utilities,MultiUtilities,
EXC,Year 4,12/31/2016,"$ 31,360,000,000","$ 22,688,000,000","$ 1,576,000,000", $-   ,"$ 3,936,000,000",Utilities,MultiUtilities,
EXPD,Year 1,12/31/2012,"$ 5,992,215,000","$ 4,156,845,000","$ 1,264,632,000", $-   ,"$ 39,940,000",Industrials,Air Freight & Logistics,
EXPD,Year 2,12/31/2013,"$ 6,080,257,000","$ 4,197,404,000","$ 1,282,709,000", $-   ,"$ 48,071,000",Industrials,Air Freight & Logistics,
EXPD,Year 3,12/31/2014,"$ 6,564,721,000","$ 4,583,294,000","$ 1,337,487,000", $-   ,"$ 49,292,000",Industrials,Air Freight & Logistics,
EXPD,Year 4,12/31/2015,"$ 6,616,632,000","$ 4,428,855,000","$ 1,420,281,000", $-   ,"$ 46,012,000",Industrials,Air Freight & Logistics,
EXPE,Year 1,12/31/2013,"$ 4,771,259,000","$ 1,038,034,000","$ 3,151,043,000", $-   ,"$ 71,731,000",Consumer Discretionary,Internet & Direct Marketing Retail,
EXPE,Year 2,12/31/2014,"$ 5,763,485,000","$ 1,179,081,000","$ 3,919,856,000", $-   ,"$ 76,773,000",Consumer Discretionary,Internet & Direct Marketing Retail,
EXPE,Year 3,12/31/2015,"$ 6,672,317,000","$ 1,309,559,000","$ 4,785,243,000", $-   ,"$ 156,458,000",Consumer Discretionary,Internet & Direct Marketing Retail,
EXPE,Year 4,12/31/2016,"$ 8,773,564,000","$ 1,596,698,000","$ 6,280,728,000", $-   ,"$ 317,141,000",Consumer Discretionary,Internet & Direct Marketing Retail,
EXR,Year 1,12/31/2012,"$ 409,396,000","$ 114,028,000","$ 58,323,000", $-   ,"$ 74,453,000",Real Estate,Specialized REITs,
EXR,Year 2,12/31/2013,"$ 520,613,000","$ 140,012,000","$ 63,268,000", $-   ,"$ 95,232,000",Real Estate,Specialized REITs,
EXR,Year 3,12/31/2014,"$ 647,155,000","$ 172,416,000","$ 71,369,000", $-   ,"$ 115,076,000",Real Estate,Specialized REITs,
EXR,Year 4,12/31/2015,"$ 782,270,000","$ 203,965,000","$ 80,791,000", $-   ,"$ 133,457,000",Real Estate,Specialized REITs,
F,Year 1,12/31/2013,"$ 146,917,000,000","$ 123,050,000,000","$ 10,850,000,000", $-   , $-   ,Consumer Discretionary,Automobile Manufacturers,
F,Year 2,12/31/2014,"$ 144,077,000,000","$ 131,903,000,000","$ 11,842,000,000", $-   , $-   ,Consumer Discretionary,Automobile Manufacturers,
F,Year 3,12/31/2015,"$ 149,558,000,000","$ 131,409,000,000","$ 10,502,000,000", $-   , $-   ,Consumer Discretionary,Automobile Manufacturers,
F,Year 4,12/31/2016,"$ 151,800,000,000","$ 135,488,000,000","$ 12,196,000,000", $-   , $-   ,Consumer Discretionary,Automobile Manufacturers,
FAST,Year 1,12/31/2013,"$ 3,326,106,000","$ 1,606,661,000","$ 1,007,431,000", $-   , $-   ,Industrials,Building Products,
FAST,Year 2,12/31/2014,"$ 3,733,507,000","$ 1,836,105,000","$ 1,110,776,000", $-   , $-   ,Industrials,Building Products,
